"","Channel 7 Ave. (C)"
"06:11:20","4.214"
"06:11:30","4.272"
"06:11:40","4.329"
"06:11:50","4.385"
"06:12:00","4.449"
"06:12:10","4.524"
"06:12:20","4.622"
"06:12:30","4.667"
"06:12:40","4.724"
"06:12:50","4.797"
"06:13:00","4.865"
"06:13:10","4.913"
"06:13:20","4.975"
"06:13:30","5.049"
"06:13:40","5.139"
"06:13:50","5.195"
"06:14:00","5.258"
"06:14:10","5.355"
"06:14:20","5.424"
"06:14:30","5.486"
"06:14:40","5.549"
"06:14:50","5.496"
"06:15:00","5.387"
"06:15:10","5.222"
"06:15:20","5.110"
"06:15:30","5.041"
"06:15:40","4.861"
"06:15:50","4.494"
"06:16:00","4.076"
"06:16:10","3.911"
"06:16:20","3.936"
"06:16:30","3.834"
"06:16:40","3.882"
"06:16:50","3.911"
"06:17:00","3.996"
"06:17:10","4.082"
"06:17:20","4.061"
"06:17:30","4.214"
"06:17:40","4.271"
"06:17:50","4.288"
"06:18:00","4.366"
"06:18:10","4.497"
"06:18:20","4.545"
"06:18:30","4.437"
"06:18:40","4.461"
"06:18:50","4.603"
"06:19:00","4.610"
"06:19:10","4.798"
"06:19:20","4.969"
"06:19:30","5.026"
"06:19:40","5.085"
"06:19:50","5.153"
"06:20:00","5.249"
"06:20:10","5.320"
"06:20:20","5.449"
"06:20:30","5.567"
"06:20:40","5.675"
"06:20:50","5.832"
"06:21:00","5.987"
"06:21:10","6.078"
"06:21:20","6.178"
"06:21:30","6.193"
"06:21:40","6.159"
"06:21:50","6.072"
"06:22:00","5.935"
"06:22:10","5.792"
"06:22:20","5.660"
"06:22:30","5.543"
"06:22:40","5.432"
"06:22:50","5.290"
"06:23:00","5.157"
"06:23:10","5.035"
"06:23:20","4.915"
"06:23:30","4.788"
"06:23:40","4.689"
"06:23:50","4.589"
"06:24:00","4.473"
"06:24:10","4.346"
"06:24:20","4.233"
"06:24:30","4.131"
"06:24:40","4.026"
"06:24:50","3.911"
"06:25:00","3.771"
"06:25:10","3.515"
"06:25:20","3.190"
"06:25:30","2.897"
"06:25:40","2.608"
"06:25:50","2.379"
"06:26:00","1.912"
"06:26:10","1.335"
"06:26:20","0.845"
"06:26:30","0.614"
"06:26:40","0.503"
"06:26:50","0.449"
"06:27:00","0.423"
"06:27:10","0.366"
"06:27:20","0.007"
"06:27:30","-0.007"
"06:27:40","0.055"
"06:27:50","0.087"
"06:28:00","0.140"
"06:28:10","0.201"
"06:28:20","0.298"
"06:28:30","0.332"
"06:28:40","0.458"
"06:28:50","0.561"
"06:29:00","0.563"
"06:29:10","0.673"
"06:29:20","0.685"
"06:29:30","0.793"
"06:29:40","1.001"
"06:29:50","1.113"
"06:30:00","1.213"
"06:30:10","1.333"
"06:30:20","1.400"
"06:30:30","1.533"
"06:30:40","1.690"
"06:30:50","1.818"
"06:31:00","1.926"
"06:31:10","2.053"
"06:31:20","2.150"
"06:31:30","2.240"
"06:31:40","2.362"
"06:31:50","2.478"
"06:32:00","2.578"
"06:32:10","2.681"
"06:32:20","2.797"
"06:32:30","2.903"
"06:32:40","3.000"
"06:32:50","3.102"
"06:33:00","3.219"
"06:33:10","3.332"
"06:33:20","3.437"
"06:33:30","3.553"
"06:33:40","3.633"
"06:33:50","3.739"
"06:34:00","3.856"
"06:34:10","3.946"
"06:34:20","4.042"
"06:34:30","4.164"
"06:34:40","4.275"
"06:34:50","4.365"
"06:35:00","4.462"
"06:35:10","4.448"
"06:35:20","4.327"
"06:35:30","4.186"
"06:35:40","4.049"
"06:35:50","3.967"
"06:36:00","3.818"
"06:36:10","3.524"
"06:36:20","3.334"
"06:36:30","3.043"
"06:36:40","2.906"
"06:36:50","2.887"
"06:37:00","2.754"
"06:37:10","2.830"
"06:37:20","3.123"
"06:37:30","3.096"
"06:37:40","2.954"
"06:37:50","3.105"
"06:38:00","3.070"
"06:38:10","3.131"
"06:38:20","3.339"
"06:38:30","3.293"
"06:38:40","3.414"
"06:38:50","3.510"
"06:39:00","3.489"
"06:39:10","3.589"
"06:39:20","3.635"
"06:39:30","3.583"
"06:39:40","3.645"
"06:39:50","3.801"
"06:40:00","3.789"
"06:40:10","3.875"
"06:40:20","3.877"
"06:40:30","3.888"
"06:40:40","4.027"
"06:40:50","4.156"
"06:41:00","4.171"
"06:41:10","4.243"
"06:41:20","4.290"
"06:41:30","4.356"
"06:41:40","4.402"
"06:41:50","4.458"
"06:42:00","4.511"
"06:42:10","4.571"
"06:42:20","4.639"
"06:42:30","4.700"
"06:42:40","4.758"
"06:42:50","4.821"
"06:43:00","4.870"
"06:43:10","4.952"
"06:43:20","5.020"
"06:43:30","5.049"
"06:43:40","5.133"
"06:43:50","5.188"
"06:44:00","5.249"
"06:44:10","5.321"
"06:44:20","5.399"
"06:44:30","5.473"
"06:44:40","5.523"
"06:44:50","5.600"
"06:45:00","5.671"
"06:45:10","5.735"
"06:45:20","5.784"
"06:45:30","5.811"
"06:45:40","5.755"
"06:45:50","5.601"
"06:46:00","5.450"
"06:46:10","5.351"
"06:46:20","5.184"
"06:46:30","4.974"
"06:46:40","4.644"
"06:46:50","4.321"
"06:47:00","4.139"
"06:47:10","3.903"
"06:47:20","3.923"
"06:47:30","4.057"
"06:47:40","4.034"
"06:47:50","3.953"
"06:48:00","3.871"
"06:48:10","3.985"
"06:48:20","4.125"
"06:48:30","4.117"
"06:48:40","4.088"
"06:48:50","4.159"
"06:49:00","4.313"
"06:49:10","4.370"
"06:49:20","4.444"
"06:49:30","4.498"
"06:49:40","4.522"
"06:49:50","4.485"
"06:50:00","4.503"
"06:50:10","4.427"
"06:50:20","4.533"
"06:50:30","4.590"
"06:50:40","4.573"
"06:50:50","4.555"
"06:51:00","4.582"
"06:51:10","4.680"
"06:51:20","4.748"
"06:51:30","4.820"
"06:51:40","4.840"
"06:51:50","4.889"
"06:52:00","4.920"
"06:52:10","4.949"
"06:52:20","4.984"
"06:52:30","5.052"
"06:52:40","5.111"
"06:52:50","5.153"
"06:53:00","5.227"
"06:53:10","5.278"
"06:53:20","5.329"
"06:53:30","5.400"
"06:53:40","5.435"
"06:53:50","5.489"
"06:54:00","5.543"
"06:54:10","5.617"
"06:54:20","5.614"
"06:54:30","5.647"
"06:54:40","5.671"
"06:54:50","5.738"
"06:55:00","5.782"
"06:55:10","5.821"
"06:55:20","5.857"
"06:55:30","5.898"
"06:55:40","5.932"
"06:55:50","5.956"
"06:56:00","5.940"
"06:56:10","5.765"
"06:56:20","5.578"
"06:56:30","5.359"
"06:56:40","5.166"
"06:56:50","5.098"
"06:57:00","4.977"
"06:57:10","4.499"
"06:57:20","4.042"
"06:57:30","3.747"
"06:57:40","3.665"
"06:57:50","3.636"
"06:58:00","3.804"
"06:58:10","3.756"
"06:58:20","3.601"
"06:58:30","3.522"
"06:58:40","3.351"
"06:58:50","3.439"
"06:59:00","3.392"
"06:59:10","3.524"
"06:59:20","3.663"
"06:59:30","3.578"
"06:59:40","3.592"
"06:59:50","3.489"
"07:00:00","3.506"
"07:00:10","3.443"
"07:00:20","3.293"
"07:00:30","3.387"
"07:00:40","3.424"
"07:00:50","3.372"
"07:01:00","3.319"
"07:01:10","3.253"
"07:01:20","3.270"
"07:01:30","3.269"
"07:01:40","3.222"
"07:01:50","3.259"
"07:02:00","3.250"
"07:02:10","3.237"
"07:02:20","3.220"
"07:02:30","3.204"
"07:02:40","3.180"
"07:02:50","3.161"
"07:03:00","3.148"
"07:03:10","3.146"
"07:03:20","3.150"
"07:03:30","3.162"
"07:03:40","3.175"
"07:03:50","3.151"
"07:04:00","3.135"
"07:04:10","3.127"
"07:04:20","3.108"
"07:04:30","3.091"
"07:04:40","3.088"
"07:04:50","3.085"
"07:05:00","3.063"
"07:05:10","3.079"
"07:05:20","3.057"
"07:05:30","3.067"
"07:05:40","3.053"
"07:05:50","3.043"
"07:06:00","3.036"
"07:06:10","3.019"
"07:06:20","2.991"
"07:06:30","2.905"
"07:06:40","2.717"
"07:06:50","2.514"
"07:07:00","2.302"
"07:07:10","2.149"
"07:07:20","1.923"
"07:07:30","1.551"
"07:07:40","1.100"
"07:07:50","0.715"
"07:08:00","0.415"
"07:08:10","0.287"
"07:08:20","0.291"
"07:08:30","0.301"
"07:08:40","0.324"
"07:08:50","0.341"
"07:09:00","0.134"
"07:09:10","0.071"
"07:09:20","0.123"
"07:09:30","0.198"
"07:09:40","0.144"
"07:09:50","0.109"
"07:10:00","-0.020"
"07:10:10","-0.117"
"07:10:20","-0.147"
"07:10:30","-0.092"
"07:10:40","-0.132"
"07:10:50","-0.230"
"07:11:00","-0.355"
"07:11:10","-0.385"
"07:11:20","-0.351"
"07:11:30","-0.354"
"07:11:40","-0.384"
"07:11:50","-0.406"
"07:12:00","-0.434"
"07:12:10","-0.480"
"07:12:20","-0.478"
"07:12:30","-0.497"
"07:12:40","-0.503"
"07:12:50","-0.521"
"07:13:00","-0.542"
"07:13:10","-0.568"
"07:13:20","-0.589"
"07:13:30","-0.602"
"07:13:40","-0.594"
"07:13:50","-0.606"
"07:14:00","-0.615"
"07:14:10","-0.615"
"07:14:20","-0.624"
"07:14:30","-0.616"
"07:14:40","-0.608"
"07:14:50","-0.617"
"07:15:00","-0.609"
"07:15:10","-0.599"
"07:15:20","-0.588"
"07:15:30","-0.579"
"07:15:40","-0.589"
"07:15:50","-0.586"
"07:16:00","-0.579"
"07:16:10","-0.582"
"07:16:20","-0.542"
"07:16:30","-0.560"
"07:16:40","-0.580"
"07:16:50","-0.608"
"07:17:00","-0.712"
"07:17:10","-0.919"
"07:17:20","-1.122"
"07:17:30","-1.318"
"07:17:40","-1.461"
"07:17:50","-1.662"
"07:18:00","-2.027"
"07:18:10","-2.521"
"07:18:20","-2.772"
"07:18:30","-2.857"
"07:18:40","-2.995"
"07:18:50","-2.843"
"07:19:00","-2.662"
"07:19:10","-2.847"
"07:19:20","-2.977"
"07:19:30","-2.992"
"07:19:40","-2.951"
"07:19:50","-2.951"
"07:20:00","-3.072"
"07:20:10","-3.115"
"07:20:20","-3.124"
"07:20:30","-3.118"
"07:20:40","-3.073"
"07:20:50","-3.097"
"07:21:00","-3.091"
"07:21:10","-3.129"
"07:21:20","-3.150"
"07:21:30","-3.119"
"07:21:40","-3.137"
"07:21:50","-3.155"
"07:22:00","-3.154"
"07:22:10","-3.184"
"07:22:20","-3.185"
"07:22:30","-3.218"
"07:22:40","-3.251"
"07:22:50","-3.214"
"07:23:00","-3.222"
"07:23:10","-3.211"
"07:23:20","-3.216"
"07:23:30","-3.203"
"07:23:40","-3.209"
"07:23:50","-3.214"
"07:24:00","-3.208"
"07:24:10","-3.201"
"07:24:20","-3.205"
"07:24:30","-3.200"
"07:24:40","-3.188"
"07:24:50","-3.191"
"07:25:00","-3.184"
"07:25:10","-3.177"
"07:25:20","-3.170"
"07:25:30","-3.163"
"07:25:40","-3.147"
"07:25:50","-3.129"
"07:26:00","-3.119"
"07:26:10","-3.120"
"07:26:20","-3.111"
"07:26:30","-3.117"
"07:26:40","-3.100"
"07:26:50","-3.089"
"07:27:00","-3.055"
"07:27:10","-3.047"
"07:27:20","-3.081"
"07:27:30","-3.170"
"07:27:40","-3.353"
"07:27:50","-3.533"
"07:28:00","-3.718"
"07:28:10","-3.925"
"07:28:20","-4.122"
"07:28:30","-4.392"
"07:28:40","-4.806"
"07:28:50","-4.972"
"07:29:00","-5.096"
"07:29:10","-5.296"
"07:29:20","-5.373"
"07:29:30","-5.249"
"07:29:40","-5.252"
"07:29:50","-5.379"
"07:30:00","-5.387"
"07:30:10","-5.339"
"07:30:20","-5.383"
"07:30:30","-5.347"
"07:30:40","-5.301"
"07:30:50","-5.288"
"07:31:00","-5.294"
"07:31:10","-5.328"
"07:31:20","-5.301"
"07:31:30","-5.324"
"07:31:40","-5.345"
"07:31:50","-5.346"
"07:32:00","-5.361"
"07:32:10","-5.401"
"07:32:20","-5.395"
"07:32:30","-5.377"
"07:32:40","-5.376"
"07:32:50","-5.352"
"07:33:00","-5.367"
"07:33:10","-5.339"
"07:33:20","-5.324"
"07:33:30","-5.322"
"07:33:40","-5.323"
"07:33:50","-5.309"
"07:34:00","-5.305"
"07:34:10","-5.307"
"07:34:20","-5.303"
"07:34:30","-5.295"
"07:34:40","-5.275"
"07:34:50","-5.261"
"07:35:00","-5.243"
"07:35:10","-5.219"
"07:35:20","-5.215"
"07:35:30","-5.194"
"07:35:40","-5.183"
"07:35:50","-5.175"
"07:36:00","-5.153"
"07:36:10","-5.142"
"07:36:20","-5.141"
"07:36:30","-5.122"
"07:36:40","-5.087"
"07:36:50","-5.055"
"07:37:00","-5.048"
"07:37:10","-5.043"
"07:37:20","-5.031"
"07:37:30","-5.003"
"07:37:40","-4.972"
"07:37:50","-4.985"
"07:38:00","-5.070"
"07:38:10","-5.232"
"07:38:20","-5.404"
"07:38:30","-5.594"
"07:38:40","-5.791"
"07:38:50","-5.921"
"07:39:00","-6.194"
"07:39:10","-6.580"
"07:39:20","-6.901"
"07:39:30","-7.115"
"07:39:40","-7.212"
"07:39:50","-7.341"
"07:40:00","-7.344"
"07:40:10","-7.299"
"07:40:20","-7.337"
"07:40:30","-7.384"
"07:40:40","-7.339"
"07:40:50","-7.315"
"07:41:00","-7.198"
"07:41:10","-7.114"
"07:41:20","-7.110"
"07:41:30","-7.158"
"07:41:40","-7.186"
"07:41:50","-7.174"
"07:42:00","-7.117"
"07:42:10","-7.106"
"07:42:20","-7.065"
"07:42:30","-7.063"
"07:42:40","-7.087"
"07:42:50","-7.089"
"07:43:00","-7.047"
"07:43:10","-7.020"
"07:43:20","-6.976"
"07:43:30","-6.962"
"07:43:40","-6.939"
"07:43:50","-6.913"
"07:44:00","-6.900"
"07:44:10","-6.892"
"07:44:20","-6.862"
"07:44:30","-6.842"
"07:44:40","-6.828"
"07:44:50","-6.811"
"07:45:00","-6.788"
"07:45:10","-6.752"
"07:45:20","-6.735"
"07:45:30","-6.716"
"07:45:40","-6.689"
"07:45:50","-6.676"
"07:46:00","-6.652"
"07:46:10","-6.630"
"07:46:20","-6.602"
"07:46:30","-6.573"
"07:46:40","-6.550"
"07:46:50","-6.527"
"07:47:00","-6.519"
"07:47:10","-6.487"
"07:47:20","-6.461"
"07:47:30","-6.435"
"07:47:40","-6.408"
"07:47:50","-6.390"
"07:48:00","-6.360"
"07:48:10","-6.344"
"07:48:20","-6.353"
"07:48:30","-6.426"
"07:48:40","-6.569"
"07:48:50","-6.769"
"07:49:00","-6.955"
"07:49:10","-7.108"
"07:49:20","-7.256"
"07:49:30","-7.493"
"07:49:40","-7.747"
"07:49:50","-7.969"
"07:50:00","-8.229"
"07:50:10","-8.289"
"07:50:20","-8.311"
"07:50:30","-8.402"
"07:50:40","-8.331"
"07:50:50","-8.279"
"07:51:00","-8.320"
"07:51:10","-8.285"
"07:51:20","-8.256"
"07:51:30","-8.291"
"07:51:40","-8.217"
"07:51:50","-8.195"
"07:52:00","-8.189"
"07:52:10","-8.178"
"07:52:20","-8.171"
"07:52:30","-8.159"
"07:52:40","-8.131"
"07:52:50","-8.113"
"07:53:00","-8.094"
"07:53:10","-8.079"
"07:53:20","-8.109"
"07:53:30","-8.086"
"07:53:40","-8.018"
"07:53:50","-7.970"
"07:54:00","-7.965"
"07:54:10","-7.938"
"07:54:20","-7.907"
"07:54:30","-7.896"
"07:54:40","-7.882"
"07:54:50","-7.835"
"07:55:00","-7.810"
"07:55:10","-7.779"
"07:55:20","-7.758"
"07:55:30","-7.730"
"07:55:40","-7.691"
"07:55:50","-7.673"
"07:56:00","-7.633"
"07:56:10","-7.607"
"07:56:20","-7.580"
"07:56:30","-7.552"
"07:56:40","-7.535"
"07:56:50","-7.515"
"07:57:00","-7.489"
"07:57:10","-7.462"
"07:57:20","-7.432"
"07:57:30","-7.392"
"07:57:40","-7.365"
"07:57:50","-7.350"
"07:58:00","-7.324"
"07:58:10","-7.300"
"07:58:20","-7.271"
"07:58:30","-7.234"
"07:58:40","-7.189"
"07:58:50","-7.185"
"07:59:00","-7.217"
"07:59:10","-7.313"
"07:59:20","-7.482"
"07:59:30","-7.659"
"07:59:40","-7.836"
"07:59:50","-7.981"
"08:00:00","-8.210"
"08:00:10","-8.511"
"08:00:20","-8.806"
"08:00:30","-9.000"
"08:00:40","-9.096"
"08:00:50","-9.150"
"08:01:00","-9.101"
"08:01:10","-9.070"
"08:01:20","-9.106"
"08:01:30","-9.168"
"08:01:40","-9.066"
"08:01:50","-8.976"
"08:02:00","-8.940"
"08:02:10","-8.934"
"08:02:20","-8.897"
"08:02:30","-8.886"
"08:02:40","-8.884"
"08:02:50","-8.893"
"08:03:00","-8.864"
"08:03:10","-8.802"
"08:03:20","-8.774"
"08:03:30","-8.789"
"08:03:40","-8.783"
"08:03:50","-8.737"
"08:04:00","-8.715"
"08:04:10","-8.698"
"08:04:20","-8.681"
"08:04:30","-8.664"
"08:04:40","-8.636"
"08:04:50","-8.592"
"08:05:00","-8.534"
"08:05:10","-8.523"
"08:05:20","-8.501"
"08:05:30","-8.462"
"08:05:40","-8.436"
"08:05:50","-8.395"
"08:06:00","-8.374"
"08:06:10","-8.338"
"08:06:20","-8.297"
"08:06:30","-8.270"
"08:06:40","-8.242"
"08:06:50","-8.206"
"08:07:00","-8.182"
"08:07:10","-8.159"
"08:07:20","-8.122"
"08:07:30","-8.092"
"08:07:40","-8.066"
"08:07:50","-8.038"
"08:08:00","-7.999"
"08:08:10","-7.957"
"08:08:20","-7.922"
"08:08:30","-7.879"
"08:08:40","-7.855"
"08:08:50","-7.821"
"08:09:00","-7.780"
"08:09:10","-7.752"
"08:09:20","-7.753"
"08:09:30","-7.814"
"08:09:40","-7.974"
"08:09:50","-8.154"
"08:10:00","-8.317"
"08:10:10","-8.470"
"08:10:20","-8.661"
"08:10:30","-8.958"
"08:10:40","-9.236"
"08:10:50","-9.454"
"08:11:00","-9.579"
"08:11:10","-9.704"
"08:11:20","-9.635"
"08:11:30","-9.643"
"08:11:40","-9.652"
"08:11:50","-9.674"
"08:12:00","-9.589"
"08:12:10","-9.509"
"08:12:20","-9.526"
"08:12:30","-9.528"
"08:12:40","-9.448"
"08:12:50","-9.409"
"08:13:00","-9.385"
"08:13:10","-9.377"
"08:13:20","-9.373"
"08:13:30","-9.342"
"08:13:40","-9.320"
"08:13:50","-9.324"
"08:14:00","-9.288"
"08:14:10","-9.240"
"08:14:20","-9.192"
"08:14:30","-9.154"
"08:14:40","-9.139"
"08:14:50","-9.106"
"08:15:00","-9.082"
"08:15:10","-9.054"
"08:15:20","-9.014"
"08:15:30","-8.972"
"08:15:40","-8.961"
"08:15:50","-8.931"
"08:16:00","-8.892"
"08:16:10","-8.856"
"08:16:20","-8.824"
"08:16:30","-8.794"
"08:16:40","-8.759"
"08:16:50","-8.734"
"08:17:00","-8.697"
"08:17:10","-8.658"
"08:17:20","-8.619"
"08:17:30","-8.587"
"08:17:40","-8.557"
"08:17:50","-8.525"
"08:18:00","-8.494"
"08:18:10","-8.452"
"08:18:20","-8.407"
"08:18:30","-8.370"
"08:18:40","-8.347"
"08:18:50","-8.313"
"08:19:00","-8.280"
"08:19:10","-8.240"
"08:19:20","-8.201"
"08:19:30","-8.168"
"08:19:40","-8.117"
"08:19:50","-8.085"
"08:20:00","-8.081"
"08:20:10","-8.107"
"08:20:20","-8.202"
"08:20:30","-8.340"
"08:20:40","-8.545"
"08:20:50","-8.732"
"08:21:00","-8.893"
"08:21:10","-9.124"
"08:21:20","-9.345"
"08:21:30","-9.575"
"08:21:40","-9.763"
"08:21:50","-9.854"
"08:22:00","-9.828"
"08:22:10","-9.777"
"08:22:20","-9.792"
"08:22:30","-9.777"
"08:22:40","-9.822"
"08:22:50","-9.810"
"08:23:00","-9.795"
"08:23:10","-9.761"
"08:23:20","-9.724"
"08:23:30","-9.683"
"08:23:40","-9.626"
"08:23:50","-9.618"
"08:24:00","-9.584"
"08:24:10","-9.539"
"08:24:20","-9.535"
"08:24:30","-9.539"
"08:24:40","-9.525"
"08:24:50","-9.502"
"08:25:00","-9.480"
"08:25:10","-9.447"
"08:25:20","-9.427"
"08:25:30","-9.404"
"08:25:40","-9.370"
"08:25:50","-9.329"
"08:26:00","-9.298"
"08:26:10","-9.261"
"08:26:20","-9.237"
"08:26:30","-9.202"
"08:26:40","-9.171"
"08:26:50","-9.153"
"08:27:00","-9.127"
"08:27:10","-9.083"
"08:27:20","-9.055"
"08:27:30","-9.011"
"08:27:40","-8.971"
"08:27:50","-8.935"
"08:28:00","-8.908"
"08:28:10","-8.875"
"08:28:20","-8.844"
"08:28:30","-8.800"
"08:28:40","-8.768"
"08:28:50","-8.733"
"08:29:00","-8.686"
"08:29:10","-8.651"
"08:29:20","-8.617"
"08:29:30","-8.584"
"08:29:40","-8.542"
"08:29:50","-8.502"
"08:30:00","-8.468"
"08:30:10","-8.415"
"08:30:20","-8.381"
"08:30:30","-8.355"
"08:30:40","-8.324"
"08:30:50","-8.314"
"08:31:00","-8.365"
"08:31:10","-8.466"
"08:31:20","-8.654"
"08:31:30","-8.840"
"08:31:40","-9.006"
"08:31:50","-9.180"
"08:32:00","-9.404"
"08:32:10","-9.688"
"08:32:20","-9.925"
"08:32:30","-10.117"
"08:32:40","-10.279"
"08:32:50","-10.227"
"08:33:00","-10.148"
"08:33:10","-10.150"
"08:33:20","-10.075"
"08:33:30","-10.087"
"08:33:40","-10.132"
"08:33:50","-10.055"
"08:34:00","-10.003"
"08:34:10","-9.942"
"08:34:20","-9.901"
"08:34:30","-9.880"
"08:34:40","-9.842"
"08:34:50","-9.861"
"08:35:00","-9.838"
"08:35:10","-9.803"
"08:35:20","-9.768"
"08:35:30","-9.741"
"08:35:40","-9.749"
"08:35:50","-9.722"
"08:36:00","-9.684"
"08:36:10","-9.644"
"08:36:20","-9.623"
"08:36:30","-9.577"
"08:36:40","-9.528"
"08:36:50","-9.501"
"08:37:00","-9.459"
"08:37:10","-9.418"
"08:37:20","-9.391"
"08:37:30","-9.359"
"08:37:40","-9.307"
"08:37:50","-9.278"
"08:38:00","-9.239"
"08:38:10","-9.208"
"08:38:20","-9.174"
"08:38:30","-9.112"
"08:38:40","-9.082"
"08:38:50","-9.051"
"08:39:00","-9.025"
"08:39:10","-8.997"
"08:39:20","-8.963"
"08:39:30","-8.907"
"08:39:40","-8.853"
"08:39:50","-8.843"
"08:40:00","-8.797"
"08:40:10","-8.770"
"08:40:20","-8.725"
"08:40:30","-8.698"
"08:40:40","-8.650"
"08:40:50","-8.614"
"08:41:00","-8.581"
"08:41:10","-8.542"
"08:41:20","-8.491"
"08:41:30","-8.494"
"08:41:40","-8.542"
"08:41:50","-8.656"
"08:42:00","-8.859"
"08:42:10","-9.033"
"08:42:20","-9.202"
"08:42:30","-9.365"
"08:42:40","-9.599"
"08:42:50","-9.863"
"08:43:00","-10.135"
"08:43:10","-10.336"
"08:43:20","-10.432"
"08:43:30","-10.428"
"08:43:40","-10.426"
"08:43:50","-10.306"
"08:44:00","-10.344"
"08:44:10","-10.296"
"08:44:20","-10.241"
"08:44:30","-10.237"
"08:44:40","-10.163"
"08:44:50","-10.109"
"08:45:00","-10.085"
"08:45:10","-10.077"
"08:45:20","-10.074"
"08:45:30","-10.028"
"08:45:40","-9.973"
"08:45:50","-9.947"
"08:46:00","-9.922"
"08:46:10","-9.889"
"08:46:20","-9.868"
"08:46:30","-9.849"
"08:46:40","-9.812"
"08:46:50","-9.778"
"08:47:00","-9.751"
"08:47:10","-9.710"
"08:47:20","-9.662"
"08:47:30","-9.618"
"08:47:40","-9.584"
"08:47:50","-9.557"
"08:48:00","-9.522"
"08:48:10","-9.488"
"08:48:20","-9.462"
"08:48:30","-9.409"
"08:48:40","-9.371"
"08:48:50","-9.340"
"08:49:00","-9.302"
"08:49:10","-9.274"
"08:49:20","-9.233"
"08:49:30","-9.195"
"08:49:40","-9.169"
"08:49:50","-9.127"
"08:50:00","-9.088"
"08:50:10","-9.054"
"08:50:20","-9.017"
"08:50:30","-8.978"
"08:50:40","-8.942"
"08:50:50","-8.886"
"08:51:00","-8.858"
"08:51:10","-8.812"
"08:51:20","-8.785"
"08:51:30","-8.750"
"08:51:40","-8.700"
"08:51:50","-8.661"
"08:52:00","-8.651"
"08:52:10","-8.679"
"08:52:20","-8.783"
"08:52:30","-8.983"
"08:52:40","-9.155"
"08:52:50","-9.313"
"08:53:00","-9.477"
"08:53:10","-9.710"
"08:53:20","-10.047"
"08:53:30","-10.295"
"08:53:40","-10.372"
"08:53:50","-10.455"
"08:54:00","-10.480"
"08:54:10","-10.451"
"08:54:20","-10.418"
"08:54:30","-10.395"
"08:54:40","-10.408"
"08:54:50","-10.380"
"08:55:00","-10.292"
"08:55:10","-10.264"
"08:55:20","-10.199"
"08:55:30","-10.187"
"08:55:40","-10.184"
"08:55:50","-10.159"
"08:56:00","-10.162"
"08:56:10","-10.132"
"08:56:20","-10.147"
"08:56:30","-10.105"
"08:56:40","-10.062"
"08:56:50","-10.022"
"08:57:00","-9.999"
"08:57:10","-9.973"
"08:57:20","-9.961"
"08:57:30","-9.924"
"08:57:40","-9.895"
"08:57:50","-9.861"
"08:58:00","-9.829"
"08:58:10","-9.794"
"08:58:20","-9.756"
"08:58:30","-9.718"
"08:58:40","-9.691"
"08:58:50","-9.652"
"08:59:00","-9.620"
"08:59:10","-9.592"
"08:59:20","-9.536"
"08:59:30","-9.493"
"08:59:40","-9.457"
"08:59:50","-9.427"
"09:00:00","-9.404"
"09:00:10","-9.360"
"09:00:20","-9.317"
"09:00:30","-9.274"
"09:00:40","-9.242"
"09:00:50","-9.215"
"09:01:00","-9.176"
"09:01:10","-9.136"
"09:01:20","-9.092"
"09:01:30","-9.047"
"09:01:40","-9.013"
"09:01:50","-8.971"
"09:02:00","-8.936"
"09:02:10","-8.898"
"09:02:20","-8.868"
"09:02:30","-8.821"
"09:02:40","-8.778"
"09:02:50","-8.718"
"09:03:00","-8.723"
"09:03:10","-8.761"
"09:03:20","-8.843"
"09:03:30","-8.981"
"09:03:40","-9.193"
"09:03:50","-9.354"
"09:04:00","-9.517"
"09:04:10","-9.745"
"09:04:20","-9.983"
"09:04:30","-10.244"
"09:04:40","-10.402"
"09:04:50","-10.471"
"09:05:00","-10.565"
"09:05:10","-10.507"
"09:05:20","-10.546"
"09:05:30","-10.461"
"09:05:40","-10.436"
"09:05:50","-10.413"
"09:06:00","-10.423"
"09:06:10","-10.387"
"09:06:20","-10.320"
"09:06:30","-10.274"
"09:06:40","-10.230"
"09:06:50","-10.232"
"09:07:00","-10.218"
"09:07:10","-10.201"
"09:07:20","-10.154"
"09:07:30","-10.119"
"09:07:40","-10.097"
"09:07:50","-10.079"
"09:08:00","-10.033"
"09:08:10","-9.994"
"09:08:20","-9.971"
"09:08:30","-9.935"
"09:08:40","-9.889"
"09:08:50","-9.851"
"09:09:00","-9.818"
"09:09:10","-9.774"
"09:09:20","-9.728"
"09:09:30","-9.689"
"09:09:40","-9.647"
"09:09:50","-9.614"
"09:10:00","-9.581"
"09:10:10","-9.551"
"09:10:20","-9.500"
"09:10:30","-9.465"
"09:10:40","-9.423"
"09:10:50","-9.380"
"09:11:00","-9.351"
"09:11:10","-9.311"
"09:11:20","-9.269"
"09:11:30","-9.227"
"09:11:40","-9.196"
"09:11:50","-9.164"
"09:12:00","-9.137"
"09:12:10","-9.101"
"09:12:20","-9.047"
"09:12:30","-8.994"
"09:12:40","-8.967"
"09:12:50","-8.938"
"09:13:00","-8.900"
"09:13:10","-8.840"
"09:13:20","-8.819"
"09:13:30","-8.852"
"09:13:40","-8.956"
"09:13:50","-9.122"
"09:14:00","-9.322"
"09:14:10","-9.495"
"09:14:20","-9.676"
"09:14:30","-9.905"
"09:14:40","-10.140"
"09:14:50","-10.366"
